sent,build,surface,initial,tag,st_xpos,md,md_repaired,st,acc,att_md_repaired,att_st,text
234,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,Ende des ersten Jahrtausends und im 14. Jahrhundert beschädigen Erdbeben die Kirche wieder schwer.
238,subtitle,komm,0,VVFIN,VVFIN,kommn,komm,kommen,kommen,1,1,"Nun komm, Go. Na los, geh schlag zurück."
238,subtitle,schlag,0,VVIMP,ADJD,Schlag,schlag,schlagen,schlagen,1,1,"Nun komm, Go. Na los, geh schlag zurück."
240,subtitle,Einfluss,0,NN,NN,Einfluss,einfluss,Einfluß,Einfluß,1,1,"Kaum jemand anderes habe mehr Einfluss auf das Leben auf der Erde, schreibt die Redaktion damals."
241,subtitle,Demütige,1,VVFIN,VVIMP,demütig,demütige,demütigen,demütigen,1,1,Demütige dich nicht noch mehr.
241,subtitle,dich,0,PRF,PPER,dich,dich,du,du,1,1,Demütige dich nicht noch mehr.
242,subtitle,Verdiente,0,NN,NN,verdienter,verdienter,Verdiente,Verdienter,1,1,Besonders Verdiente von ihnen wurden zum Gefreiten befördert.
242,subtitle,ihnen,0,PPER,PPER,ihnen,ihnen,sie,sie,1,1,Besonders Verdiente von ihnen wurden zum Gefreiten befördert.
242,subtitle,zum,0,APPRART,APPR,zu,zu,zum,zum,1,1,Besonders Verdiente von ihnen wurden zum Gefreiten befördert.
242,subtitle,Gefreiten,0,NN,NN,Gefreiten,gefreiten,Gefreite,Gefreit,1,1,Besonders Verdiente von ihnen wurden zum Gefreiten befördert.
246,subtitle,Sag,1,VVIMP,ITJ,sag,sagen,sag,Sag,1,1,"Sag mal, Männer, wie ist der Polizeipräsident eigentlich auf euch gekommen?"
246,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"Sag mal, Männer, wie ist der Polizeipräsident eigentlich auf euch gekommen?"
247,subtitle,meinen,0,VVFIN,VVFIN,meinen,meinen,mein,mein,1,1,"Nur so versteht sie, dass wir es ernst meinen."
248,subtitle,Drohnen,0,NN,NN,Drohne,drohne,Drohnen,Drohne,1,1,Da wurden Drohnen aus Iran abgefangen.
248,subtitle,abgefangen,0,VVPP,VVPP,abgefangen,abgefangen,abfangen,abfangen,1,1,Da wurden Drohnen aus Iran abgefangen.
251,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,"Eine andere Folge ist, im Nahen Osten droht ein Krieg, der die gesamte Region noch weiter destabilisiert."
251,subtitle,weiter,0,ADV,ADV,weiter,weiter,weit,weit,1,1,"Eine andere Folge ist, im Nahen Osten droht ein Krieg, der die gesamte Region noch weiter destabilisiert."
251,subtitle,destabilisiert,0,VVPP,VVFIN,destabilisieren,destabilisiert,destabilisieren,destabilisieren,1,1,"Eine andere Folge ist, im Nahen Osten droht ein Krieg, der die gesamte Region noch weiter destabilisiert."
252,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,"Ja, ich habe nur leider überhaupt keine Erfahrung im Retten."
254,subtitle,Beim,1,APPRART,ART,bei,bei,beim,beim,1,1,"Beim Lesen spielen verschiedene Prozesse zusammen, die aufeinander aufbauen."
257,subtitle,was,0,PRELS,PRELS,wer,wer,was,was,1,1,"Aber die Realität ist, dass das, was wir tun, hauptsächlich euretwegen möglich ist."
259,subtitle,Blauen,0,NN,NN,blaue,blaue,Blauen,Blau,1,1,So kommt das rote Boot hinter dem Blauen durch.
261,subtitle,Im,1,APPRART,ART,in,in,im,im,1,1,Im offenen Drama soll sich der Zuschauer v.a. Gedanken machen und einen eigenen Standpunkt finden.
263,subtitle,vom,0,APPRART,ART,von,von,vom,vom,1,1,"Das ist vom Himmel nun gekommen, nicht von der Autobahn."
267,subtitle,dir,0,PPER,PPER,dir,dir,du,dir,1,1,"Ist eine Überraschung, aber es wird dir gefallen."
268,subtitle,ersten,0,ADJA,ADJA,erster,erster,erst,erst,1,1,Die negativen Erfahrungen aus dem ersten Weltkrieg werden äh kanalisiert in der Schaffung von Heldenfiguren.
269,subtitle,dir,0,PPER,PPER,dir,dir,du,dir,1,1,"Ich erkläre sie dir, damit du sicher planen kannst."
270,subtitle,beim,0,APPRART,ART,bei,bei,beim,beim,1,1,Wie kam sie beim Volk an? Die sitzt alles aus.
272,subtitle,dir,0,PPER,PRF,dir,dir,du,dir,1,1,Wir haben dir nicht geglaubt.
276,subtitle,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,"Denn das Blutzuckertief würde uns so hungrig und schlapp machen, dass wir uns kaum noch bewegen, also weniger Kalorien verbrennen."
276,subtitle,uns,0,PRF,PRF,sich,sich,wir,wir,1,1,"Denn das Blutzuckertief würde uns so hungrig und schlapp machen, dass wir uns kaum noch bewegen, also weniger Kalorien verbrennen."
276,subtitle,weniger,0,PIAT,PIAT,weniger,weniger,wenig,wenig,1,1,"Denn das Blutzuckertief würde uns so hungrig und schlapp machen, dass wir uns kaum noch bewegen, also weniger Kalorien verbrennen."
277,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Es lag im Park auf dem Boden.
281,subtitle,zur,0,APPRART,APPR,zu,zu,zur,zur,1,1,Rund um die Welt wird der Tag zur Nacht.
282,subtitle,kaume,0,ADV,ADV,kaumen,kaumen,kaume,kaume,0,1,"Torhüter Schmoranzer hat bei diesem Strahl fast kaume eine Chance, also eigentlich so gut wie gar keine, das Tor zu verhindern."
284,subtitle,Redmonder,0,NN,NN,Redmond,redmond,Redmonder,Redmonder,1,1,"Glücklicherweise gelang es Sandy und Tony, die Redmonder vom Gegenteil zu überzeugen, da es wenig Entwickler und ebenso weniger Monate Arbeit bedurfte."
284,subtitle,vom,0,APPRART,ART,von,von,vom,vom,1,1,"Glücklicherweise gelang es Sandy und Tony, die Redmonder vom Gegenteil zu überzeugen, da es wenig Entwickler und ebenso weniger Monate Arbeit bedurfte."
284,subtitle,weniger,0,PIAT,PIAT,weniger,weniger,wenig,wenig,1,1,"Glücklicherweise gelang es Sandy und Tony, die Redmonder vom Gegenteil zu überzeugen, da es wenig Entwickler und ebenso weniger Monate Arbeit bedurfte."
286,subtitle,Im,1,APPRART,ART,in,in,im,im,1,1,Im Westen halten die Fußballfunktionäre sehr lange am Ideal des Amateurspielers fest.
286,subtitle,am,0,APPRART,ART,an,an,am,am,1,1,Im Westen halten die Fußballfunktionäre sehr lange am Ideal des Amateurspielers fest.
287,subtitle,gibt's,0,VVFIN,VVFIN,gibt's,geben,gibte'n,gibten,1,0,Dazu gibt's Minister und ein Parlament.
289,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,Also für mich war der Samuel unschuldig.
291,subtitle,euch,0,PRF,PPER,euch,euch,ihr,ihr,1,1,"Ich hoffe, euch hat das Video gefallen und wir sehen uns, wie immer bei der BogenSportWelt!"
291,subtitle,uns,0,PPER,PRF,sich,sich,wir,wir,1,1,"Ich hoffe, euch hat das Video gefallen und wir sehen uns, wie immer bei der BogenSportWelt!"
294,subtitle,beachten,0,VVINF,VVINF,beachten,beachten,beachen,beachen,1,0,"Was musst du noch beachten, wenn du dich selbstständig machen willst?"
294,subtitle,dich,0,PRF,PPER,dich,dich,du,du,1,1,"Was musst du noch beachten, wenn du dich selbstständig machen willst?"
294,subtitle,selbstständig,0,ADJD,ADJD,selbstständig,selbstständig,selbständig,selbständig,1,1,"Was musst du noch beachten, wenn du dich selbstständig machen willst?"
294,subtitle,willst,0,VMFIN,VMFIN,wollsten,willst,wollen,wollen,1,1,"Was musst du noch beachten, wenn du dich selbstständig machen willst?"
295,subtitle,am,0,APPRART,ART,an,an,am,am,1,1,"Oder durch selbst beurteilen, in dem die Teilnehmer an ihrem Handgelenk lecken und anschließend am getrockneten Speichel riechen."
303,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,"Interessiert mich ja, aber für mich sind das die zehn besten Eröffnungen."
303,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,"Interessiert mich ja, aber für mich sind das die zehn besten Eröffnungen."
306,subtitle,vielen,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,Deshalb wird Bandera auch heute noch von vielen Ukrainern verehrt.
307,subtitle,Lichtblitze,0,NN,NN,Lichtblitze,lichtblitze,Lichtblitz,Lichtblitz,1,1,"Keine Lichtblitze, Feuersbrünste oder Explosionen."
307,subtitle,Feuersbrünste,0,NN,NN,Feuersbrünst,feuersbrünst,Feuersbrunst,Feuersbrunst,0,1,"Keine Lichtblitze, Feuersbrünste oder Explosionen."
310,subtitle,vielen,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,Bei unseren Forschungsbeispielen wurden sehr komplexe Signale von sehr vielen Neuronen in ein stark vereinfachtes Ausgangssignal übersetzt.
311,subtitle,viele,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,"Auf unserem Kanal findest du viele weitere Kultmarken, schau gerne vorbei."
311,subtitle,Kultmarken,0,NN,NN,Kultmarken,kultmarken,Kultmarke,Kultmarke,1,1,"Auf unserem Kanal findest du viele weitere Kultmarken, schau gerne vorbei."
312,subtitle,besondere,0,ADJA,ADJA,besonderer,besonderer,besonder,besonder,1,1,Es geht um besondere Einsätze.
313,subtitle,dir,0,PPER,PRF,dir,dir,du,dir,1,1,Das habe ich dir doch gesagt.
314,subtitle,was,0,PRELS,PWS,wer,wer,was,was,1,1,"Darin aufgelistet ist alles, was die Politik darf und was sie wiederum nicht darf."
315,subtitle,Bin,1,VAFIN,VAFIN,Bin,bin,sein,sein,1,1,Bin jetzt hier bei Kaufland angekommen.
320,subtitle,mich,0,PRF,PRF,sich,sich,ich,ich,1,1,"Und ich mich dann durchaus freue, auch irgendwie mal Sachen durch die Gegend schleppen zu können."
321,subtitle,uns,0,PRF,PRF,sich,sich,wir,wir,1,1,"Wir haben uns angefreundet, als wir zusammen für die Klausuren gelernt haben."
321,subtitle,angefreundet,0,VVPP,VVPP,angefreunden,angefreundet,anfreunden,anfreunden,1,1,"Wir haben uns angefreundet, als wir zusammen für die Klausuren gelernt haben."
321,subtitle,Klausuren,0,NN,NN,Klausure,klausure,Klausur,Klausur,0,1,"Wir haben uns angefreundet, als wir zusammen für die Klausuren gelernt haben."
322,subtitle,schnapp,0,VVFIN,VVFIN,schnapp,schnapp,schnappen,schnappen,1,1,"Okay, ich lade die restlichen Stühler ab und schnapp mir eine Schütze."
322,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Okay, ich lade die restlichen Stühler ab und schnapp mir eine Schütze."
324,subtitle,kann's,0,VMFIN,VMFIN,kann's,kann's,könne'n,kann'esen,0,0,"Man kann's nicht anders sagen: Ich war verrückt nach den Produkten von ""Lego""."
325,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Da könnt ihr euch mit diesem Thema beschäftigen.
325,subtitle,euch,0,PRF,PPER,euch,euch,ihr,ihr,1,1,Da könnt ihr euch mit diesem Thema beschäftigen.
328,subtitle,Viele,1,PIS,PIS,viele,viele,viel,viel,1,1,Viele ihrer Wähler wählen sie aus Protest.
329,subtitle,vielen,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,Deshalb gibt es auch die vielen Tochterfirmen und Beteiligungen: Damit die jeweiligen Anforderungen gut verteilt werden können.
329,subtitle,Tochterfirmen,0,NN,NN,Tochterfirm,tochterfirm,Tochterfirma,Tochterfirma,0,1,Deshalb gibt es auch die vielen Tochterfirmen und Beteiligungen: Damit die jeweiligen Anforderungen gut verteilt werden können.
332,subtitle,verlinkt,0,VVPP,VVPP,verlinken,verlinkt,verlinken,verlinken,1,1,"Mehr zu den technischen Details in einem eigenen Video dazu, oben auf dem ""I"" verlinkt."
334,subtitle,Bitte,1,PTKANT,ADV,bitte,bitte,bitten,bitten,1,1,Bitte bringen Sie Ihre Krankenkassenkarte mit.
338,subtitle,Russland,0,NN,NE,Russland,russland,Rußland,Rußland,1,1,"Für Russland ist Serbien ein wichtiger strategischer Partner auf dem Balkan, um die EU und die NATO nicht noch größer werden zu lassen."
339,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,Er steht so krass auf mich.
345,subtitle,Armen,0,NN,NN,arme,arme,Arm,Arm,1,1,"Die Armen werden nicht ärmer, weil die Reichen reicher werden."
345,subtitle,Reichen,0,NN,NN,reiche,reiche,Reich,Reich,1,1,"Die Armen werden nicht ärmer, weil die Reichen reicher werden."
348,subtitle,’s,0,NN,PPER,’s,’s,'s,'s,0,0,Mehr zu dazu gibt’s in unserem Video zur Radioaktivität.
348,subtitle,zur,0,APPRART,APPR,zu,zu,zur,zur,1,1,Mehr zu dazu gibt’s in unserem Video zur Radioaktivität.
350,subtitle,dich,0,PPER,PPER,dich,dich,du,du,1,1,Aber Nina redet sehr gut über dich.
351,subtitle,ins,0,APPRART,ART,in,in,ecser,ins,1,0,"Monster, die mit einer undenkbaren Gewalt explodieren und ins Leere schreien."
354,subtitle,Am,1,APPRART,APPR,an,an,Am,Am,1,1,Am 26. April 1937 verdunkeln zahlreiche Flugzeuge den Himmel über der kleinen baskischen Stadt.
356,subtitle,vom,0,APPRART,APPR,von,von,vom,vom,1,1,Christiane Ludwig und Yannic Eggert vom Verein für soziale Rechtspflege Dresden haben mit uns über das Projekt gesprochen.
356,subtitle,Rechtspflege,0,NN,NN,Rechtspfleg,rechtspfleg,Rechtspflege,Rechtspflege,0,1,Christiane Ludwig und Yannic Eggert vom Verein für soziale Rechtspflege Dresden haben mit uns über das Projekt gesprochen.
356,subtitle,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,Christiane Ludwig und Yannic Eggert vom Verein für soziale Rechtspflege Dresden haben mit uns über das Projekt gesprochen.
357,subtitle,ihnen,0,PPER,PPER,ihnen,ihnen,sie,sie,1,1,"Mit ihnen können wir Adjektive verstärken, aber auch Verben."
357,subtitle,Verben,0,NN,NN,Verbe,verbe,Verb,Verb,1,1,"Mit ihnen können wir Adjektive verstärken, aber auch Verben."
359,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,Bei mir hörten die Blutungen nach einem Monat Haft auf.
363,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,"Überall im Land treiben in den Tagen nach dem 6. April Soldaten oder Partei Milizen die Tutsi zusammen, um sie umzubringen."
364,subtitle,warst,0,VVFIN,VAFIN,warn,warst,sein,sein,1,1,Du warst ein paar Tage im Koma.
364,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,Du warst ein paar Tage im Koma.
367,subtitle,WLANs,0,NN,NN,WLANs,wlans,WLAN,WLAN,1,1,"Unterwegs verschlüsselt NordVPN deine Verbindung in unsicheren WLANs, etwa in Hotels, Flughäfen oder Caféses."
367,subtitle,Caféses,0,NN,NN,Caféses,caféses,Cafés,Cafése,1,1,"Unterwegs verschlüsselt NordVPN deine Verbindung in unsicheren WLANs, etwa in Hotels, Flughäfen oder Caféses."
368,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Daran reifen Menschen, sie werden stark, das ist eine tolle Sache!"" Was macht ihr?"
371,subtitle,musstest,0,VMFIN,VMFIN,musstest,musstest,müssen,müssen,1,1,Du musstest Namen und so angeben.
372,subtitle,letzten,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,"""Große Koalition"" passt da vielleicht nicht so ganz, die SPD hat bei der letzten Wahl gerade mal um die 12% bekommen."
376,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,Heute war der Chef bei mir im Büro.
376,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Heute war der Chef bei mir im Büro.
377,subtitle,zur,0,APPRART,ART,zu,zu,zur,zu,1,1,Wir können nicht zur Tagesordnung übergehen.
380,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Wobei man auch Resveratrol als Pulver im Internet bestellen kann.
383,subtitle,einigen,0,PIAT,PIAT,einiger,einiger,einige,einige,1,1,Aber in so einigen Fällen solltest du den Konjunktiv doch nutzen.
384,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,Was möchtest du mir denn sagen?
385,subtitle,am,0,APPRART,ART,an,an,am,am,1,1,Pro zusätzlichen 50 g verarbeitetem Fleisch am Tag steigt das relative Darmkrebsrisiko um 18%.
388,subtitle,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,"Das bedeutet für uns, es wird umständlicher."
390,subtitle,Fakten,0,NN,NN,Fakt,fakt,Faktum,Faktum,1,1,Zuerst mal die Fakten: Den Digitalpaktschule haben Bund und Bundesländer gemeinsam im Mai dieses Jahres beschlossen.
390,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Zuerst mal die Fakten: Den Digitalpaktschule haben Bund und Bundesländer gemeinsam im Mai dieses Jahres beschlossen.
392,subtitle,dir,0,PPER,PPER,dir,dir,du,dir,1,1,Ich muss mit dir sprechen.
393,subtitle,dich,0,PRF,PPER,dich,dich,du,du,1,1,"Ok, ich wollte dich erweichen."
395,subtitle,sogenannten,0,ADJA,ADJA,sogenannter,sogenannter,sogenannt,sogenannt,1,1,Und das ist ganz einfach gesagt: Der deutsche Staat verbietet Drogen und zwar mit dem sogenannten Betäubungsmittelgesetz.
397,subtitle,Wollen,1,VMFIN,VMFIN,wollen,wollen,Wolle,Wolle,1,1,Wollen wir noch kurz einen Film schauen?
399,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Was macht ihr heute Abend?
400,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Estee Williams hat sich im September 2022 auf TikTok schon einmal zur Kritik am Tradwife-Trend geäußert.
400,subtitle,zur,0,APPRART,APPR,zu,zu,zur,zu,1,1,Estee Williams hat sich im September 2022 auf TikTok schon einmal zur Kritik am Tradwife-Trend geäußert.
400,subtitle,am,0,APPRART,APPR,an,an,am,am,1,1,Estee Williams hat sich im September 2022 auf TikTok schon einmal zur Kritik am Tradwife-Trend geäußert.
401,subtitle,was,0,PWS,PWS,wer,wer,was,was,1,1,"Und Dubai ist besser, oder was?"
402,subtitle,Starten,1,VVFIN,VVFIN,Starn,starten,Start,Start,1,1,"Starten wir mal mit Szenario Nr. 1: Ja, wir nehmen ""Die Partei"" wörtlich."
407,subtitle,Mir,1,PPER,PPER,mir,mir,ich,ich,1,1,Mir sind auch die Morddrohungen durchaus bekannt.
407,subtitle,bekannt,0,ADJD,ADJD,bekannt,bekannt,bekennen,bekennen,1,1,Mir sind auch die Morddrohungen durchaus bekannt.
409,subtitle,uns,0,PRF,PRF,sich,sich,wir,wir,1,1,Das schauen wir uns mal genauer an. Im Community-Tab auf meinem Kanal haben wir einen Aufruf gestartet.
409,subtitle,Im,0,APPRART,ART,in,in,im,im,1,1,Das schauen wir uns mal genauer an. Im Community-Tab auf meinem Kanal haben wir einen Aufruf gestartet.
411,subtitle,spitzen,0,VVFIN,VVFIN,spitzen,spitzen,spitz,spitz,1,1,"In kaum einem anderen Jahr spitzen sich die Entwicklungen so zu, sowohl negativ als auch positiv."
412,subtitle,bitte,0,ADV,VVFIN,bitte,bitte,bitten,bitten,1,1,Stellen Sie bitte nichts auf den Radweg.
414,subtitle,Faden,0,NN,NN,Faden,faden,fade,fade,1,1,Diese Punkte ziehen sich auch wie ein roter Faden durchs Programm.
414,subtitle,durchs,0,APPRART,APPR,durch,durch,durchs,durchs,1,1,Diese Punkte ziehen sich auch wie ein roter Faden durchs Programm.
415,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,"Und was jetzt im Raum steht, das sind Schläge nicht nur gegen Militärbasen Irans, sondern auch gegen Anlagen, in denen an Atomwaffen gearbeitet wird."
417,subtitle,garst,0,ADJA,NN,Garst,garst,garen,garen,1,1,Wir haben das garst Biest erlegt und haben jetzt sein Horn.
418,subtitle,meisten,0,PIS,PIS,meister,meister,meist,meist,1,1,"Aber die meisten der Pazifikinseln sind nur ein paar nasse Felsen oder Korallen, vielleicht ein paar Palmen und mal einem Vogel auf der Durchreise."
418,subtitle,Felsen,0,NN,NN,Fels,fels,Felsen,Felsen,1,1,"Aber die meisten der Pazifikinseln sind nur ein paar nasse Felsen oder Korallen, vielleicht ein paar Palmen und mal einem Vogel auf der Durchreise."
419,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,Das freut mich zu hören.
421,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,"Achmed, warum schreist du so? Lass mich noch ein bisschen schlafen."
424,subtitle,alle,0,PIAT,PIAT,aller,aller,alle,alle,1,1,"Die Wärter sollten eigentlich alle 30 Minuten nach ihm schauen, das haben sie aber nicht gemacht."
424,subtitle,ihm,0,PPER,PPER,ihm,ihm,er,er,1,1,"Die Wärter sollten eigentlich alle 30 Minuten nach ihm schauen, das haben sie aber nicht gemacht."
426,subtitle,am,0,APPRART,APPR,an,an,am,am,1,1,"Denn Stalin will den Krieg um jeden Preis am Laufen halten, um die Vereinigten Staaten militärisch zu schwächen."
427,subtitle,Verben,0,NN,NN,Verbe,verbe,Verb,Verb,1,1,Adjektive können wie Verben auch durch Pronomen zu Substantiven werden.
428,subtitle,ihn,0,PPER,PPER,ihn,ihn,er,er,1,1,Dabei nannte er ihn „Vater“.
431,subtitle,Im,1,APPRART,ART,in,in,im,im,1,1,"Im November 2023 hat das Bundesverfassungsgericht in Karlsruhe entschieden: Der Nachtragshaushalt der Bundesregierung für das Jahr 2021, beschlossen im Jahr 2022, ist ungültig."
431,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,"Im November 2023 hat das Bundesverfassungsgericht in Karlsruhe entschieden: Der Nachtragshaushalt der Bundesregierung für das Jahr 2021, beschlossen im Jahr 2022, ist ungültig."
433,subtitle,habt,0,VAFIN,VAFIN,habtn,habt,haben,haben,1,1,Du und dein Vater habt euch ja schon entschieden.
433,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,Du und dein Vater habt euch ja schon entschieden.
435,subtitle,dich,0,PPER,PPER,dich,dich,du,du,1,1,"Wenn du aber ein Tattoo machen lässt, kannst du direkt erleben, wie dein Immunsystem dich beschützt."
436,subtitle,Im,1,APPRART,ART,in,in,im,im,1,1,"Im Moment referenziert CapCut nämlich noch die Clips aus dem Ordner, aus dem du sie importiert hast."
436,subtitle,referenziert,0,VVFIN,VVFIN,referenzieren,referenziert,referenzieren,referenzieren,1,0,"Im Moment referenziert CapCut nämlich noch die Clips aus dem Ordner, aus dem du sie importiert hast."
438,subtitle,Insider,1,NN,NN,Insid,insid,Insider,Insider,0,1,"Insider sprechen davon, dass er eine Art Vaterfigur für Vance sei und einen großen Einfluss auf ihn habe."
438,subtitle,Einfluss,0,NN,NN,Einfluss,einfluss,Einfluß,Einfluß,1,1,"Insider sprechen davon, dass er eine Art Vaterfigur für Vance sei und einen großen Einfluss auf ihn habe."
438,subtitle,ihn,0,PPER,PPER,ihn,ihn,er,er,1,1,"Insider sprechen davon, dass er eine Art Vaterfigur für Vance sei und einen großen Einfluss auf ihn habe."
