step,candidates,well_formed,chosen_score,best_score,chosen,best
192,120,24,1.0,1.0,Wir werden dich alle wirklich sehr vermissen Das werde ich auch!,Wir werden dich alle wirklich sehr vermissen Das werde ich auch!
193,91,27,1.0,1.0,Wir brauchen eigentlich erstmal nur von links nach rechts zu lesen.,So jung und schon Ministerin muss man erstmal schaffen.
194,65,40,1.0,1.0,"War klar, dass du dich auf Yaras Seite stellst.","Komm auf unsere Seite, oder wir sind keine Freunde mehr."
195,98,37,1.0,1.0,"Sie hat mich für Tommy verlassen, weil der coolere Spielzeug hatte.",Man sollte ihn auch darauf kannst du dich verlassen.
196,59,18,1.0,1.0,"Sie wissen, dass die Balkanregion mir am Herzen liegt.","Sie wissen, dass die Balkanregion mir am Herzen liegt."
197,100,43,1.0,1.0,Zum Glück war ich am dritten Tag wieder fit.,Zum Glück hat Frau Meschke mir eine Chance gegeben.
198,80,15,1.0,1.0,"Wenn Sie es kaufen möchten, kostet das Auto 80.000 Euro.",Eine neue Weiche kostete vor den Generalsanierungen 83.500 Euro.
199,71,34,1.0,1.0,"Äh ja, ich werde mich auf den Weg machen.",Und genau damit beginnt mein Weg zu besserem Deutsch.
200,74,28,1.0,1.0,"Wow, das Schlafzimmer ist noch schöner als auf den Bildern.","Und erzähl mal, ist dein Leben in Bildern an dir vorbeigezogen?"
201,92,34,1.0,1.0,Wie groß die Angst gewesen ist vor weiteren Anschlägen.,Aber Sie sollten keine Angst vor Lisa und Herrn Peters haben.
202,93,30,1.0,1.0,Vielleicht ist sie irgendwo da oben und sieht uns.,"Es war auf einem Laptop, der irgendwo unter Wasser liegt."
203,84,29,1.0,1.0,"So, damit er besser zu den anderen Clips passt.",Jetzt gehst du es zu einfach zu mir passen.
204,64,22,1.0,1.0,"Riton hat mehr als nur ein blaues Auge, Yara.",Ich möchte gerne unter vier Augen mit dir sprechen.
205,73,35,1.0,1.0,"Weißt du, wie die erkennen, dass sie nicht gefälscht sind?","Als damals hier reinkamst, habe ich dich wieder erkannt."
206,89,26,1.0,1.0,"Wenn du bei etwas Hilfe brauchst, sag es mir einfach.","Die Idee, Herr Polnikova nach Hilfe zu fragen, war super."
207,92,40,1.0,1.0,"Wir wissen nur, wie die Diebe in ihr Zimmer gekommen sind.",Sie ist aber schon den ganzen Tag in ihrem Zimmer eingesperrt.
208,54,24,1.0,1.0,Wir treffen uns manchmal nach dem Unterricht lernen gemeinsam.,"Heute lernen wir gemeinsam die zehn wichtigsten Präfixverben mit ""gehen""."
209,77,30,1.0,1.0,"Wenn ich dich treffen würde, wärst du einen Kopf kürzer.","Es war so, als stündne die Welt auf dem Kopf."
210,74,41,1.0,1.0,"Wenn er einen Grund hätte, Lass ihn es erzählen.",Genau aus dem Grund habe ich das damals gemacht.
211,84,35,1.0,1.0,Wir kriegen ein köstliches Abendessen in der Glut gebraten.,"Was muss man hier tun, um was zu essen zu kriegen?"
212,68,32,1.0,1.0,"Wir müssen gucken, wie du schon am Anfang gesagt hast.","Dass er eben gucken kann, wie ausgeprägt ist die Adipositas."
213,56,28,1.0,1.0,"Und zwar, ich habe angefangen, mit Muttersprachlern zu reden.","Ihr seid zwar in dem Krankenhaus, aber es ist das falsche."
214,81,30,1.0,1.0,"Sie wollte früher gehen, aber der Chef brauchte ihre Hilfe.",Meinen Chef und meine Arbeitskollegen werde ich sehr vermissen.
215,74,30,1.0,1.0,Und ich wäre auch irgendwann einfach zu erschöpft gewesen für alles.,Menschen kommen in unser Leben und irgendwann gehen sie wieder.
216,73,31,1.0,1.0,"Vielleicht versteht sie, dass dies unser letzter Moment zusammen ist.","Ach, Felix, das doch nicht der Moment für einen Ehekrach."
217,67,41,1.0,1.0,"Wow, das war der beste Kuchen, den ich je gegessen habe!","Oh je, mir geht es heute aber gar nicht gut."
218,97,31,1.0,1.0,"Wenn ihr nicht mehr rauskommt, ruft am Fenster um Hilfe.","Ich bin nicht hier, um die Polizei zu rufen."
219,79,23,1.0,1.0,"Und es ist, als würdest du dich verbeugen, nicht wahr?","Es hört sich an Ein schöner Routinefall, nicht wahr?"
220,83,23,1.0,1.0,"Wenn es nach dir ginge, wärst du niemals so weit.","Einmal daran erkrankt, wird es nur schlimmer und niemals besser."
221,99,31,1.0,1.0,Sollten sich beide Seite nach mehr als 75 Jahren entschuldigen?,Du gehst jetzt sofort zu ihm und entschuldigst dich.
222,87,40,1.0,1.0,"Wir sind nur hier, um die Wahrheit zu erfahren.","Ich bin gleich da und werde erfahren, worum es geht."
223,91,24,1.0,1.0,"Wenn Sie eine Menschen in alles nehmen, dann wird er gefährlich.",Andere Labore gehen noch weiter und machen Viren gefährlicher.
224,88,26,1.0,1.0,Wo haben wir uns denn die ganze Zeit versteckt?,"Mit einem Kumpel füllt er Benzin ab, versteckt den Kanister."
225,86,23,1.0,1.0,Wir feiern heute die Liebe von Yara und Riton.,Eine 4- in Mathe ist kein Grund zum Feiern.
226,59,40,1.0,1.0,Tom versteht Geschichte sehr gut und ich bin stark in Sprachen.,"Es ist wichtig, dass du in Deutschland die deutsche Sprache sprichst."
227,75,10,1.0,1.0,"Wenn sie an der Laterne vorbei ist, reicht das.","Wenn sie an der Laterne vorbei ist, reicht das."
228,66,24,1.0,1.0,"Tan, du bist unwürdig, den Gürtel des Meisters hier zu tragen.","Tan, du bist unwürdig, den Gürtel des Meisters hier zu tragen."
229,1,0,0.34,0.34,Nennt mich Dr. Ronaldo Bibi.,Nennt mich Dr. Ronaldo Bibi.
230,119,46,1.0,1.0,"Wir fliegen an den Ort, der am meisten genannt wird.",Könnten Sie mir bitte Ihren Namen noch einmal nennen?
231,59,25,1.0,1.0,"Weißt du, wie viele Kinder ihre Hände verlieren wegen deinem Zeug?","Aber woher kommt dieses Eigenleben der Hände, wenn wir aufgeregt sind?"
232,69,32,1.0,1.0,"Was war so wichtig, dass du es uns persönlich erzählen musstest?","Nun ja, ich wollte lieber persönlich darüber mit Ihnen sprechen."
233,79,27,1.0,1.0,"„Jesus, ruf mich sofort an, wenn du angekommen bist, ja?“ Piep.","Aber alle haben sie irgendwann erkannt, worauf es ankommt."
234,66,31,1.0,1.0,Zuerst geht ihr aufs Klo und direkt danach duschen.,Dann gehen wir zuerst geradeaus und danach nach links.
235,86,22,1.0,1.0,"Wir machen Kürbiskompott, kochen Ente, dann Kartoffelsalat , Suppe und Reisig.",Das können wir jetzt nicht mehr auf kleiner Flamme kochen.
236,54,35,1.0,1.0,Zum Erreichen der Klimaziele müssen sehr viele Industrieanlagen umgebaut werden.,"Es geht aber auch um andere Kriterien, die erreicht werden."
237,78,30,1.0,1.0,"Wir lieben dich genauso, wie unser eigenes Kind, Johannes.","Aktivurlauber kommen hier voll auf ihre Kosten, genauso wie Ruhesuchende."
238,67,21,1.0,1.0,Wir haben uns einfach verändert und passen nicht mehr zusammen.,Du hast dich in den letzten Tagen wirklich verändert.
239,50,25,1.0,1.0,"Wenn du fünf Punkte hast, passiert etwas richtig Schlimmes.","Wenn du fünf Punkte hast, passiert etwas richtig Schlimmes."
240,64,28,1.0,1.0,"War er auch in dieser Bleikugel, die Jack getötet hat?","Tikan, ich brauche nur einen Finger, um sie zu töten."
241,54,24,1.0,1.0,Wir haben sie seit drei Jahren hier an der Stelle stehen.,In zwei Monaten wird bei uns eine Stelle als Teamleiter frei.
242,87,20,1.0,1.0,Über Pläne wie Einkaufen brauchen wir Brot bis hin zum Abendessen.,Wir haben 16 Minuten Zeit zum Umsteigen.“ So der Plan.
243,54,28,1.0,1.0,Und tatsächlich habe ich dann das gerade mal gegoogelt.,"Ich kann es nicht glauben, ich werde tatsächlich Vater."
244,72,18,1.0,1.0,Wie kann man süchtig nach so einem Spiel werden?,Aber über das Spiel gegen Paraguay reden wir nicht.
245,56,23,1.0,1.0,"Nervt es dich, wenn du von Deutschen berichtigt wirst?",Ein Deutscher ohne einen Ordner voller Zertifikate fühlt sich nackt.
246,67,34,1.0,1.0,"Wenn du einen Satz oft sprichst, wird er leichter.",Du kannst mit einem Muster viele neue Sätze machen.
247,75,33,1.0,1.0,"Wie lange brauche ich, um dieses Stück zu lernen?","Ah, seitlich gesehen kann da unten noch ein Stück rein."
248,60,32,1.0,1.0,Und was ist neben dem rollenden „R“ sonst noch besonders?,"Ich merke es auch ganz besonders, weil ich immer hibbeliger werde."
249,54,28,1.0,1.0,Und äh sie braucht nur einen Hebel hier zu ziehen.,"Du hast diese großen Werbeverträge an Land gezogen, Mann."
250,68,20,1.0,1.0,Wir haben auch Laptops mit über 100 Filmen für Sie.,"Weißt du, um wie viel Uhr der Film beginnt?"
251,67,21,1.0,1.0,"Wenn Sie die Polizei rufen, wird Samuel hart bestraft.","Wenn Sie die Polizei rufen, wird Samuel hart bestraft."
252,71,20,1.0,1.0,"Und dann war es Zeit, nach vorne zu schauen.","Oh, guck mal, da vorne sieht's richtig dunkel aus."
253,56,32,1.0,1.0,"Wenn das Übergewicht gravierend ist, gilt es als krankhaft.","Wenn das Übergewicht gravierend ist, gilt es als krankhaft."
254,41,24,1.0,1.0,"Man sagt damit, aus welchen oder wievielen Teilen etwas besteht.","Dann haben Sie gute Chancen, die Klausur zu bestehen."
255,86,19,1.0,1.0,"K ist weg, aber er hat uns ein Geschenk dagelassen.",Ich bin Yaras Opa und mein Geschenk ist viel besser.
256,90,14,1.0,1.0,"Oh nein, Samuel und Yara, das ist alles meine Schuld.","Das ganze wäre nur gut, wenn ihr Schulden habt."
257,75,42,1.0,1.0,Wir können meine Familie besuchen und auf Partys gehen.,Josh kann schon sprechen und du hast ihn nie besucht.
258,76,25,1.0,1.0,"Und so zieht man sich an, wenn etwas Trauriges passiert ist.",Du du zieht den Scheiß an und geht mit Avni.
259,92,18,1.0,1.0,Und er hat sogar einen süßen Kosenamen für dich.,Und er hat sogar einen süßen Kosenamen für dich.
260,46,22,1.0,1.0,"Und zwar sah er schon, dass Hitler Krieg wollte.","Wür der Krieg ist verloren, das Biest ist besiegt."
261,69,40,1.0,1.0,Zum Beispiel: Ich gehe ohne den Schlüssel aus der Wohnung.,Ich seh noch kein Bedürfnis nach einer eigenen Wohnung.
262,77,22,1.0,1.0,"Wen bringst du mit, jetzt weiter mit dem Unterricht machen?",Dann hat er keine Lust mehr auf Unterricht mit uns.
263,78,22,1.0,1.0,Wir sind im Krankenwagen auf dem Weg ins Krankenhaus.,"Wir müssen seinen Opa anrufen, er soll ins Krankenhaus kommen."
264,59,30,1.0,1.0,"Was, wenn du in deiner Garage eine Atombombe bauen könntest?","Komm, wir bauen jetzt die krasseste Sandburg aller Zeiten!"
265,81,28,1.0,1.0,Wir sollten aber so schnell wie möglich von hier verschwinden.,Wir sollten aber so schnell wie möglich von hier verschwinden.
266,64,22,1.0,1.0,Wieso hast du ihn mit der Spritze nicht außer Gefecht gesetzt?,Kannst du dich nicht 5 Minuten zu mir setzen?
267,51,22,1.0,1.0,Manchmal finde ich sogar bessere Erklärungen als in meinem Buch.,Sie hat mein Tagebuch und hat meine Bücher geklaut.
268,77,32,1.0,1.0,"Wir werden mit Ihnen ein paar Tests machen, Frau Müller.","Ja, aber warte mal, der Test wurde vor 5 Jahren gemacht."
269,80,36,1.0,1.0,"Und ich kann mich nicht daran erinnern, was passiert ist.",Gestern konntest du dich aber noch an meinen Namen erinnern.
270,71,30,1.0,1.0,Wir melden uns im Laufe der nächsten Woche bei Ihnen.,"Und wenn ihr Fragen habt, dann meldet euch einfach."
271,83,16,1.0,1.0,Warum möchtet ihr denn so dringend mit mir sprechen?,Warum möchtet ihr denn so dringend mit mir sprechen?
272,51,13,1.0,1.0,"Weil ich dich dann vor die Tür setze, du Schmock.","Weil ich dich dann vor die Tür setze, du Schmock."
273,70,32,1.0,1.0,Wir werden die Schüler von Frau Kunze bald treffen.,Ich habe noch nie von meinen Schülern ein Geschenk bekommen.
274,72,33,1.0,1.0,"Wir haben uns viel Zeit genommen, die Entscheidung zu treffen.","Ich habe Angst davor, dass du die falschen Entscheidungen triffst."
275,39,24,1.0,1.0,Mit meinen Kollegen verstehe ich mich auch sehr gut.,"Ihr Kollege hat gesagt, dass es sehr stark ist."
276,73,24,1.0,1.0,"Sorry, Schwester, du bist nicht cool genug für unsere Party.","Sorry, Schwester, du bist nicht cool genug für unsere Party."
277,79,22,1.0,1.0,Vielleicht kommt sie dann ja automatisch wieder zu mir zurück.,"Aber haben Sie nicht gesagt, dass Samuel nie wieder zurückkommen darf?"
278,47,17,1.0,1.0,Mit einer Durchwahlnummer kann dein Gegenüber direkt bei der Person anrufen.,Ihr müsst einen Lebenslauf über die andere Person schreiben.
279,74,15,1.0,1.0,"Zwei Schuljahre hat Leonie versäumt, war sie raus aus ihrem Teenagerleben.",Dort können wir zum Balkon raus das hört niemand.
280,61,21,1.0,1.0,"Wann der Pool offen hat, weißt du ja schon oder?",Oder er hatte einen Schlüssel oder der Safe stand offen.
281,52,33,1.0,1.0,"Wenn du mit Freunden sprichst, lerne Wörter für Gespräche.","Sag mir gerne, wie das Gespräch mit Matthias war."
282,80,33,1.0,1.0,"Wir müssen schauen, ob das die richtige Klasse für dich ist.",Eigentlich wollte ich mit einem Mädchen aus der Klasse gehen.
283,71,31,1.0,1.0,Wir haben wirklich lange überlegt und mit vielen Leuten darüber gesprochen.,"Aber habt ihr schon mal überlegt, was ihr werden wollt?"
284,56,40,1.0,1.0,Wir müssen auf den höchsten Punkt von der Insel gehen.,"Das heißt, wir können endlich von dieser Insel verschwinden?"
285,54,18,1.0,1.0,"Überall erzählt erum, dass er noch in Taylor verliebt ist.","Ich kann nicht schneller fahren, hier ist überall Polizei."
286,80,24,1.0,1.0,"Okay, dann passt bitte auf und macht nichts kaputt.",Aber auch hier musst du bei unregelmäßigen Verben aufpassen.
287,49,31,1.0,1.0,"Was hältst du davon, wenn wir eine ""offene"" Beziehung haben?",Aber das kann doch nicht das Ende von unserer Beziehung sein.
288,61,35,1.0,1.0,Wir treffen uns heute Abend um über die Zukunft zu sprechen.,In der Zukunft werdet ihr wahrscheinlich nicht alleine arbeiten.
289,51,24,1.0,1.0,Wir werden dem öffentlich-rechtlichen Rundfunk nämlich den Stecker ziehen.,Ich bin nämlich kein Freund von Gerichtsprozessen und Anwaltsschreiben.
290,85,24,1.0,1.0,"Oh Mann, ich und Preston, wir hätten uns fast geküsst.","Hammerplan Lisa Boah, du kannst so gut küssen, Thailand!"
291,51,19,1.0,1.0,Tilman König und Sandy Schwarz über ihre neue Liebe.,"Du bist nicht mal würdig, von Liebe zu reden."
292,63,40,1.0,1.0,Wir waren so glücklich miteinander und jetzt ist einfach alles vorbei.,Wir sind aber immer noch zusammen und verbringen Zeit miteinander.
293,55,21,1.0,1.0,Zum Beispiel so plötzlich ist man dann in Königsindisch drin.,"Während sie das Essen vorbereiten, kippt Eriks Stimmung plötzlich."
294,77,52,1.0,1.0,"Wir sind sehr froh, dass du wieder da bist!","Dann ist er richtig froh, wenn er sieht, es gibt einen."
295,66,37,1.0,1.0,"Wisst ihr noch, wer 1963 sein Büro hier hatte?","Wir wissen, was drüben bei euch im Büro vor sich geht."
296,50,25,1.0,1.0,Trotzdem möchte ich mein Ziel erreichen und Kilos verlieren.,Trotzdem möchte ich mein Ziel erreichen und Kilos verlieren.
297,74,18,1.0,1.0,"Niemand kann mich verletzen, weil Gott bei mir ist.“ Amen.","Es tut mir nur wirklich leid, dass ich dich verletzt habe."
298,56,23,1.0,1.0,Und was erwartet euch in der nächsten Folge von DeutschBlitz Podcast?,"Ja, Daddy Cheer, ich erwarte, dass du ein guter Autofahrer wirst."
299,63,19,1.0,1.0,"Wir kamen hier rüber, um uns das alles mal anzusehen.","Was bedeutet es, wenn ich jemanden als etwas oder jemanden ansehe?"
300,63,18,1.0,1.0,"Wir freuen uns sehr darüber, dass Sie Teil unseres Teams sind.",Das ganze Team durfte vorne essen und ich musste hinten essen.
301,51,23,1.0,1.0,"Stimmt, aber ich habe auch eher an sowas wie Schauspielerei gedacht.","Stimmt, aber ich habe auch eher an sowas wie Schauspielerei gedacht."
302,72,21,1.0,1.0,Ob ich verrückt bin unter Verfolgungsfahrenleide lässt sich leicht rausfinden.,Aber so eine verrückte Sache wird er bestimmt nicht vergessen.
303,66,30,1.0,1.0,"Sag bloß, du bist auch in Ken auf penne gegangen.",Aber Lesen ist mehr als das bloße Erkennen von Wörtern.
304,53,15,1.0,1.0,UNSERE PARTY LIMOUSINE Habe ich extra für uns gemietet.,UNSERE PARTY LIMOUSINE Habe ich extra für uns gemietet.
305,80,14,1.0,1.0,"Nein, das habe ich ehrlich gesagt noch nicht probiert.","Nein, das habe ich ehrlich gesagt noch nicht probiert."
306,47,23,1.0,1.0,Und zum Schluss legst du alles auf den Pizzateig.,Jetzt nimmst du diese Überbrückungskabel und legst sie auf den Boden.
307,62,19,1.0,1.0,"Und gut, manche Lerner wissen schon was ihnen fehlt.","Also, da waren einzelne Körperteile, aber das Wichtigste hat irgendwie gefehlt."
308,58,15,1.0,1.0,Was bist du für Wer könnte kann uns schlagen?,Was bist du für Wer könnte kann uns schlagen?
309,57,28,1.0,1.0,Über welche schwierigen Wörter möchtet ihr als nächstes ein Video sehen?,"Woher genau der Champignon kommt, das ist natürlich sehr schwierig."
310,58,29,1.0,1.0,"Taiker, ist dir denn völlig egal, was mit Gerdio wird?",Das ist was völlig anderes als Spekulation und viel sexier.
311,78,27,1.0,1.0,"Sag mal hast du Lust auf ein Eis, Lisa?",Ich würde nach der Schule gerne ein Eis essen gehen.
312,67,34,1.0,1.0,Warum hast du mir das nicht schon vorher gezeigt?,"Schöne Idee, aber vorher musst du mich noch wohin bringen."
313,67,36,1.0,1.0,"Wir müssen viel lernen, damit du die Prüfung bestehst.","Die Prüfung wird nicht einfach, aber ich werde mein Bestes geben."
314,50,23,1.0,1.0,"Und er könnte sogar meinen Nachnamen annehmen, Ibrahim Belgim Solovatovich.","Deshalb habe ich mich dazu entschieden, eine neue Stelle anzunehmen."
315,51,20,1.0,1.0,Sie fängt dieses Semester an in München zu studieren.,Ich möchte BWL an der Universität in Bayreuth studieren.
316,37,21,1.0,1.0,"Wir nutzen erstmal den Powerschaum, um die Fahrzeugvorreinigung zu machen.",Serena nutzt eins für ihre Hobbys und so'n sche%ß.
317,59,22,1.0,1.0,"Weil du normalerweise versuchst, mir an der Tür die Klamotten auszuziehen.",Normalerweise steht hier die Seriennummer in der oberen rechten Ecke.
318,70,12,1.0,1.0,"Noch 10 Stunden Ich weiß gar nicht mehr, wie Essen schmeckt.","Das Essen sieht einfach aus, doch es schmeckt sehr gut."
319,69,25,1.0,1.0,Wollt ihr die Hochzeit von Yara und Rito sehen?,"Doch schon, aber die Hochzeit ist erst in ein paar Stunden."
320,59,25,1.0,1.0,Wir werden Sie für lange Zeit ins Gefängnis bringen.,"Dann reicht es uns, wenn er ein Jahr ins Gefängnis geht."
321,60,32,1.0,1.0,Während meines Urlaubs werde ich hier bleiben und mich entspannen.,"Ich muss meinen Chef fragen, ob ich Urlaub bekomme."
322,53,29,1.0,1.0,Wir haben viel zusammen erlebt und eine schöne Zeit miteinander gehabt.,In Berlin erlebt er den Studienalltag anders als erwartet.
323,37,19,1.0,1.0,"Und sie sehen, wie es scheint, dass er ein Dinar ist.","Und sie sehen, wie es scheint, dass er ein Dinar ist."
324,62,29,1.0,1.0,"Würden Sie sagen, hier sind ein paar Menschen unterwegs?","Die suchen nach einem Mann, der allein unterwegs ist."
325,70,25,1.0,1.0,"Was als Traum begonnen habe, sei zum Albtraum geworden, sagen sie.",Denkst du immer noch das hier ist ein Traum?
326,77,18,1.0,1.0,Yara ist zu Hause und weint die ganze Zeit.,Hast du hier einen erwachsenen Mann weinen sehen am Telefon?
